period,mmm_b2c_acq_dma,inbound_call_volume
2018-03-04,PARKERSBURG WV,157
2018-03-04,PHOENIX AZ,295
2018-03-04,RALEIGH-DURHAM NC,182
2018-03-04,SAN ANGELO TX,162
2018-03-04,SHREVEPORT LA,280
2018-03-04,SPRINGFIELD MO,182
2018-03-04,ST JOSEPH MO,123
2018-03-04,TULSA OK,109
2018-03-04,TYLER-LONGVIEW TX,489
2018-03-04,VICTORIA TX,86
2018-03-04,WACO-TEMPLE-BRYAN TX,169
2018-03-11,ABILENE-SWEETWATER TX,193
2018-03-11,ALEXANDRIA LA,258
2018-03-11,AMARILLO TX,332
2018-03-11,AUSTIN TX,120
2018-03-11,All Other Suddenlink DMA Total,618
2018-03-11,BLUEFIELD-BECKLEY-OAK HILL WV,282
2018-03-11,CHARLESTON-HUNTINGTON WV,496
