period,mmm_b2c_acq_dma,gross_add_tot,gross_add_true
2018-03-25,PARKERSBURG WV,185,139
2018-03-25,PHOENIX AZ,479,380
2018-03-25,RALEIGH-DURHAM NC,166,144
2018-03-25,SAN ANGELO TX,192,126
2018-03-25,SHREVEPORT LA,274,203
2018-03-25,SPRINGFIELD MO,245,189
2018-03-25,ST JOSEPH MO,128,88
2018-03-25,TULSA OK,89,72
2018-03-25,TYLER-LONGVIEW TX,513,374
2018-03-25,VICTORIA TX,107,69
2018-03-25,WACO-TEMPLE-BRYAN TX,240,178
2018-04-01,ABILENE-SWEETWATER TX,294,192
2018-04-01,ALEXANDRIA LA,255,203
2018-04-01,AMARILLO TX,488,324
2018-04-01,AUSTIN TX,217,189
2018-04-01,All Other Suddenlink DMA Total,867,595
2018-04-01,BLUEFIELD-BECKLEY-OAK HILL WV,197,155
2018-04-01,CHARLESTON-HUNTINGTON WV,579,454
2018-04-01,DALLAS-FT WORTH TX,393,337
2018-04-01,EUREKA CA,173,118
2018-04-01,GREENVILLE-NEW BERN-WASH NC,453,345
2018-04-01,HOUSTON TX,514,435
2018-04-01,JONESBORO AR,191,150
2018-04-01,LAKE CHARLES LA,264,202
2018-04-01,LITTLE ROCK AR,302,238
2018-04-01,LUBBOCK TX,414,306
2018-04-01,MONROE-EL DORADO LA-AR,124,97
2018-04-01,ODESSA-MIDLAND TX,266,214
2018-04-01,OKLAHOMA CITY OK,276,202
2018-04-01,PARKERSBURG WV,152,123
2018-04-01,PHOENIX AZ,556,433
2018-04-01,RALEIGH-DURHAM NC,141,114
2018-04-01,SAN ANGELO TX,220,153
2018-04-01,SHREVEPORT LA,291,235
2018-04-01,SPRINGFIELD MO,267,210
2018-04-01,ST JOSEPH MO,146,105
2018-04-01,TULSA OK,102,76
2018-04-01,TYLER-LONGVIEW TX,490,366
2018-04-01,VICTORIA TX,97,75
2018-04-01,WACO-TEMPLE-BRYAN TX,219,165
2018-04-08,ABILENE-SWEETWATER TX,250,183
2018-04-08,ALEXANDRIA LA,207,167
2018-04-08,AMARILLO TX,440,304
2018-04-08,AUSTIN TX,203,174
2018-04-08,All Other Suddenlink DMA Total,804,572
2018-04-08,BLUEFIELD-BECKLEY-OAK HILL WV,204,170
2018-04-08,CHARLESTON-HUNTINGTON WV,496,393
2018-04-08,DALLAS-FT WORTH TX,399,348
2018-04-08,EUREKA CA,139,106
2018-04-08,GREENVILLE-NEW BERN-WASH NC,342,262
2018-04-08,HOUSTON TX,408,323
2018-04-08,JONESBORO AR,153,117
2018-04-08,LAKE CHARLES LA,266,221
2018-04-08,LITTLE ROCK AR,299,238
2018-04-08,LUBBOCK TX,370,273
2018-04-08,MONROE-EL DORADO LA-AR,115,82
2018-04-08,ODESSA-MIDLAND TX,249,211
2018-04-08,OKLAHOMA CITY OK,224,175
2018-04-08,PARKERSBURG WV,111,86
2018-04-08,PHOENIX AZ,490,383
2018-04-08,RALEIGH-DURHAM NC,131,109
2018-04-08,SAN ANGELO TX,205,148
2018-04-08,SHREVEPORT LA,237,186
2018-04-08,SPRINGFIELD MO,276,224
2018-04-08,ST JOSEPH MO,92,68
2018-04-08,TULSA OK,94,67
2018-04-08,TYLER-LONGVIEW TX,473,357
2018-04-08,VICTORIA TX,107,75
2018-04-08,WACO-TEMPLE-BRYAN TX,189,144
2018-04-15,ABILENE-SWEETWATER TX,244,166
2018-04-15,ALEXANDRIA LA,182,151
2018-04-15,AMARILLO TX,414,287
2018-04-15,AUSTIN TX,210,175
2018-04-15,All Other Suddenlink DMA Total,726,540
2018-04-15,BLUEFIELD-BECKLEY-OAK HILL WV,162,135
2018-04-15,CHARLESTON-HUNTINGTON WV,414,329
2018-04-15,DALLAS-FT WORTH TX,361,308
2018-04-15,EUREKA CA,150,119
2018-04-15,GREENVILLE-NEW BERN-WASH NC,364,296
2018-04-15,HOUSTON TX,419,347
2018-04-15,JONESBORO AR,142,117
2018-04-15,LAKE CHARLES LA,237,185
2018-04-15,LITTLE ROCK AR,288,219
2018-04-15,LUBBOCK TX,361,267
2018-04-15,MONROE-EL DORADO LA-AR,94,72
2018-04-15,ODESSA-MIDLAND TX,216,184
2018-04-15,OKLAHOMA CITY OK,232,182
2018-04-15,PARKERSBURG WV,110,90
2018-04-15,PHOENIX AZ,438,355
2018-04-15,RALEIGH-DURHAM NC,123,104
2018-04-15,SAN ANGELO TX,199,144
2018-04-15,SHREVEPORT LA,228,186
2018-04-15,SPRINGFIELD MO,230,188
2018-04-15,ST JOSEPH MO,108,80
2018-04-15,TULSA OK,96,66
2018-04-15,TYLER-LONGVIEW TX,437,321
2018-04-15,VICTORIA TX,91,69
2018-04-15,WACO-TEMPLE-BRYAN TX,200,140
2018-04-22,ABILENE-SWEETWATER TX,244,146
2018-04-22,ALEXANDRIA LA,193,153
2018-04-22,AMARILLO TX,406,256
2018-04-22,AUSTIN TX,209,186
2018-04-22,All Other Suddenlink DMA Total,821,584
2018-04-22,BLUEFIELD-BECKLEY-OAK HILL WV,193,150
2018-04-22,CHARLESTON-HUNTINGTON WV,476,368
2018-04-22,DALLAS-FT WORTH TX,333,284
2018-04-22,EUREKA CA,148,96
2018-04-22,GREENVILLE-NEW BERN-WASH NC,381,296
2018-04-22,HOUSTON TX,421,348
2018-04-22,JONESBORO AR,161,104
2018-04-22,LAKE CHARLES LA,278,220
2018-04-22,LITTLE ROCK AR,271,200
2018-04-22,LUBBOCK TX,372,267
2018-04-22,MONROE-EL DORADO LA-AR,102,81
2018-04-22,ODESSA-MIDLAND TX,222,177
2018-04-22,OKLAHOMA CITY OK,236,164
2018-04-22,PARKERSBURG WV,127,96
2018-04-22,PHOENIX AZ,466,349
2018-04-22,RALEIGH-DURHAM NC,129,104
2018-04-22,SAN ANGELO TX,200,131
2018-04-22,SHREVEPORT LA,245,176
2018-04-22,SPRINGFIELD MO,260,213
2018-04-22,ST JOSEPH MO,125,99
2018-04-22,TULSA OK,78,55
2018-04-22,TYLER-LONGVIEW TX,447,323
2018-04-22,VICTORIA TX,95,63
2018-04-22,WACO-TEMPLE-BRYAN TX,201,144
2018-04-29,ABILENE-SWEETWATER TX,301,188
2018-04-29,ALEXANDRIA LA,236,167
2018-04-29,AMARILLO TX,483,301
2018-04-29,AUSTIN TX,240,201
2018-04-29,All Other Suddenlink DMA Total,1219,823
2018-04-29,BLUEFIELD-BECKLEY-OAK HILL WV,196,152
2018-04-29,CHARLESTON-HUNTINGTON WV,538,420
2018-04-29,DALLAS-FT WORTH TX,416,348
2018-04-29,EUREKA CA,158,106
2018-04-29,GREENVILLE-NEW BERN-WASH NC,513,391
2018-04-29,HOUSTON TX,462,378
2018-04-29,JONESBORO AR,179,114
2018-04-29,LAKE CHARLES LA,291,226
2018-04-29,LITTLE ROCK AR,345,249
2018-04-29,LUBBOCK TX,404,293
2018-04-29,MONROE-EL DORADO LA-AR,143,108
2018-04-29,ODESSA-MIDLAND TX,237,179
2018-04-29,OKLAHOMA CITY OK,310,219
2018-04-29,PARKERSBURG WV,189,143
2018-04-29,PHOENIX AZ,553,436
2018-04-29,RALEIGH-DURHAM NC,161,135
2018-04-29,SAN ANGELO TX,242,155
2018-04-29,SHREVEPORT LA,293,216
2018-04-29,SPRINGFIELD MO,289,229
2018-04-29,ST JOSEPH MO,127,86
2018-04-29,TULSA OK,105,74
2018-04-29,TYLER-LONGVIEW TX,562,379
2018-04-29,VICTORIA TX,134,88
2018-04-29,WACO-TEMPLE-BRYAN TX,244,172
2018-05-06,ABILENE-SWEETWATER TX,276,191
2018-05-06,ALEXANDRIA LA,225,181
2018-05-06,AMARILLO TX,440,300
2018-05-06,AUSTIN TX,190,169
2018-05-06,All Other Suddenlink DMA Total,1115,810
2018-05-06,BLUEFIELD-BECKLEY-OAK HILL WV,177,139
2018-05-06,CHARLESTON-HUNTINGTON WV,492,399
2018-05-06,DALLAS-FT WORTH TX,364,301
2018-05-06,EUREKA CA,150,105
2018-05-06,GREENVILLE-NEW BERN-WASH NC,349,269
2018-05-06,HOUSTON TX,432,351
2018-05-06,JONESBORO AR,164,114
2018-05-06,LAKE CHARLES LA,242,190
2018-05-06,LITTLE ROCK AR,301,225
2018-05-06,LUBBOCK TX,395,285
2018-05-06,MONROE-EL DORADO LA-AR,106,89
2018-05-06,ODESSA-MIDLAND TX,214,183
2018-05-06,OKLAHOMA CITY OK,277,209
2018-05-06,PARKERSBURG WV,163,125
2018-05-06,PHOENIX AZ,454,382
2018-05-06,RALEIGH-DURHAM NC,128,112
2018-05-06,SAN ANGELO TX,228,164
2018-05-06,SHREVEPORT LA,241,197
2018-05-06,SPRINGFIELD MO,211,181
2018-05-06,ST JOSEPH MO,102,78
2018-05-06,TULSA OK,82,57
2018-05-06,TYLER-LONGVIEW TX,506,372
2018-05-06,VICTORIA TX,88,59
2018-05-06,WACO-TEMPLE-BRYAN TX,253,178
2018-05-13,ABILENE-SWEETWATER TX,296,210
2018-05-13,ALEXANDRIA LA,216,176
2018-05-13,AMARILLO TX,433,300
2018-05-13,AUSTIN TX,217,177
2018-05-13,All Other Suddenlink DMA Total,995,723
2018-05-13,BLUEFIELD-BECKLEY-OAK HILL WV,164,137
2018-05-13,CHARLESTON-HUNTINGTON WV,430,341
2018-05-13,DALLAS-FT WORTH TX,360,308
2018-05-13,EUREKA CA,152,106
2018-05-13,GREENVILLE-NEW BERN-WASH NC,356,279
2018-05-13,HOUSTON TX,391,331
2018-05-13,JONESBORO AR,160,110
2018-05-13,LAKE CHARLES LA,218,175
2018-05-13,LITTLE ROCK AR,273,210
2018-05-13,LUBBOCK TX,370,265
2018-05-13,MONROE-EL DORADO LA-AR,89,66
2018-05-13,ODESSA-MIDLAND TX,218,182
2018-05-13,OKLAHOMA CITY OK,330,247
2018-05-13,PARKERSBURG WV,150,116
2018-05-13,PHOENIX AZ,491,398
2018-05-13,RALEIGH-DURHAM NC,102,91
2018-05-13,SAN ANGELO TX,183,143
2018-05-13,SHREVEPORT LA,238,197
2018-05-13,SPRINGFIELD MO,233,202
2018-05-13,ST JOSEPH MO,101,76
2018-05-13,TULSA OK,86,65
2018-05-13,TYLER-LONGVIEW TX,467,330
2018-05-13,VICTORIA TX,104,78
2018-05-13,WACO-TEMPLE-BRYAN TX,258,180
2018-05-20,ABILENE-SWEETWATER TX,270,180
2018-05-20,ALEXANDRIA LA,205,168
2018-05-20,AMARILLO TX,418,265
2018-05-20,AUSTIN TX,227,194
2018-05-20,All Other Suddenlink DMA Total,779,574
2018-05-20,BLUEFIELD-BECKLEY-OAK HILL WV,177,141
2018-05-20,CHARLESTON-HUNTINGTON WV,464,358
2018-05-20,DALLAS-FT WORTH TX,360,313
2018-05-20,EUREKA CA,178,115
2018-05-20,GREENVILLE-NEW BERN-WASH NC,389,304
2018-05-20,HOUSTON TX,433,357
2018-05-20,JONESBORO AR,158,114
2018-05-20,LAKE CHARLES LA,262,198
2018-05-20,LITTLE ROCK AR,296,219
2018-05-20,LUBBOCK TX,414,302
2018-05-20,MONROE-EL DORADO LA-AR,138,99
2018-05-20,ODESSA-MIDLAND TX,214,174
2018-05-20,OKLAHOMA CITY OK,329,228
2018-05-20,PARKERSBURG WV,131,100
2018-05-20,PHOENIX AZ,486,382
2018-05-20,RALEIGH-DURHAM NC,134,108
2018-05-20,SAN ANGELO TX,235,171
2018-05-20,SHREVEPORT LA,231,183
2018-05-20,SPRINGFIELD MO,232,187
2018-05-20,ST JOSEPH MO,113,84
2018-05-20,TULSA OK,80,63
2018-05-20,TYLER-LONGVIEW TX,448,317
2018-05-20,VICTORIA TX,105,74
2018-05-20,WACO-TEMPLE-BRYAN TX,261,181
2018-05-27,ABILENE-SWEETWATER TX,273,174
2018-05-27,ALEXANDRIA LA,245,189
2018-05-27,AMARILLO TX,477,296
2018-05-27,AUSTIN TX,246,200
2018-05-27,All Other Suddenlink DMA Total,748,503
2018-05-27,BLUEFIELD-BECKLEY-OAK HILL WV,148,103
2018-05-27,CHARLESTON-HUNTINGTON WV,442,331
2018-05-27,DALLAS-FT WORTH TX,384,301
2018-05-27,EUREKA CA,171,107
2018-05-27,GREENVILLE-NEW BERN-WASH NC,455,329
2018-05-27,HOUSTON TX,427,325
2018-05-27,JONESBORO AR,168,121
2018-05-27,LAKE CHARLES LA,257,182
2018-05-27,LITTLE ROCK AR,279,196
2018-05-27,LUBBOCK TX,417,273
2018-05-27,MONROE-EL DORADO LA-AR,127,91
2018-05-27,ODESSA-MIDLAND TX,205,161
2018-05-27,OKLAHOMA CITY OK,395,236
2018-05-27,PARKERSBURG WV,118,85
2018-05-27,PHOENIX AZ,512,377
2018-05-27,RALEIGH-DURHAM NC,142,122
2018-05-27,SAN ANGELO TX,222,154
2018-05-27,SHREVEPORT LA,278,194
2018-05-27,SPRINGFIELD MO,250,203
2018-05-27,ST JOSEPH MO,107,65
2018-05-27,TULSA OK,103,80
2018-05-27,TYLER-LONGVIEW TX,551,373
2018-05-27,VICTORIA TX,104,67
2018-05-27,WACO-TEMPLE-BRYAN TX,279,188
2018-06-03,ABILENE-SWEETWATER TX,321,195
2018-06-03,ALEXANDRIA LA,254,205
2018-06-03,AMARILLO TX,473,316
2018-06-03,AUSTIN TX,212,178
2018-06-03,All Other Suddenlink DMA Total,886,648
2018-06-03,BLUEFIELD-BECKLEY-OAK HILL WV,197,141
2018-06-03,CHARLESTON-HUNTINGTON WV,532,420
2018-06-03,DALLAS-FT WORTH TX,398,341
2018-06-03,EUREKA CA,211,156
2018-06-03,GREENVILLE-NEW BERN-WASH NC,431,318
2018-06-03,HOUSTON TX,485,391
2018-06-03,JONESBORO AR,181,117
2018-06-03,LAKE CHARLES LA,321,244
2018-06-03,LITTLE ROCK AR,378,276
2018-06-03,LUBBOCK TX,484,349
2018-06-03,MONROE-EL DORADO LA-AR,193,138
2018-06-03,ODESSA-MIDLAND TX,247,187
2018-06-03,OKLAHOMA CITY OK,549,382
2018-06-03,PARKERSBURG WV,148,113
2018-06-03,PHOENIX AZ,578,460
2018-06-03,RALEIGH-DURHAM NC,147,116
2018-06-03,SAN ANGELO TX,247,175
2018-06-03,SHREVEPORT LA,295,224
2018-06-03,SPRINGFIELD MO,296,236
2018-06-03,ST JOSEPH MO,124,94
2018-06-03,TULSA OK,96,69
2018-06-03,TYLER-LONGVIEW TX,595,424
2018-06-03,VICTORIA TX,118,91
2018-06-03,WACO-TEMPLE-BRYAN TX,354,248
2018-06-10,ABILENE-SWEETWATER TX,341,248
2018-06-10,ALEXANDRIA LA,230,190
2018-06-10,AMARILLO TX,436,297
2018-06-10,AUSTIN TX,267,224
2018-06-10,All Other Suddenlink DMA Total,841,614
2018-06-10,BLUEFIELD-BECKLEY-OAK HILL WV,177,132
2018-06-10,CHARLESTON-HUNTINGTON WV,496,401
2018-06-10,DALLAS-FT WORTH TX,394,354
2018-06-10,EUREKA CA,193,132
2018-06-10,GREENVILLE-NEW BERN-WASH NC,418,310
2018-06-10,HOUSTON TX,474,399
2018-06-10,JONESBORO AR,147,112
2018-06-10,LAKE CHARLES LA,278,203
2018-06-10,LITTLE ROCK AR,303,225
2018-06-10,LUBBOCK TX,466,344
2018-06-10,MONROE-EL DORADO LA-AR,160,124
2018-06-10,ODESSA-MIDLAND TX,226,186
2018-06-10,OKLAHOMA CITY OK,450,354
2018-06-10,PARKERSBURG WV,155,120
2018-06-10,PHOENIX AZ,557,440
2018-06-10,RALEIGH-DURHAM NC,124,107
2018-06-10,SAN ANGELO TX,224,151
2018-06-10,SHREVEPORT LA,279,218
2018-06-10,SPRINGFIELD MO,258,215
2018-06-10,ST JOSEPH MO,148,101
2018-06-10,TULSA OK,95,74
2018-06-10,TYLER-LONGVIEW TX,551,404
2018-06-10,VICTORIA TX,115,82
2018-06-10,WACO-TEMPLE-BRYAN TX,350,239
2018-06-17,ABILENE-SWEETWATER TX,287,189
2018-06-17,ALEXANDRIA LA,194,155
2018-06-17,AMARILLO TX,465,317
2018-06-17,AUSTIN TX,281,236
2018-06-17,All Other Suddenlink DMA Total,861,643
2018-06-17,BLUEFIELD-BECKLEY-OAK HILL WV,187,150
2018-06-17,CHARLESTON-HUNTINGTON WV,507,414
2018-06-17,DALLAS-FT WORTH TX,390,336
2018-06-17,EUREKA CA,176,120
2018-06-17,GREENVILLE-NEW BERN-WASH NC,417,327
2018-06-17,HOUSTON TX,468,398
2018-06-17,JONESBORO AR,150,109
2018-06-17,LAKE CHARLES LA,260,226
2018-06-17,LITTLE ROCK AR,335,277
2018-06-17,LUBBOCK TX,400,283
2018-06-17,MONROE-EL DORADO LA-AR,123,101
2018-06-17,ODESSA-MIDLAND TX,240,189
2018-06-17,OKLAHOMA CITY OK,359,281
2018-06-17,PARKERSBURG WV,134,106
2018-06-17,PHOENIX AZ,492,401
2018-06-17,RALEIGH-DURHAM NC,119,102
2018-06-17,SAN ANGELO TX,227,164
2018-06-17,SHREVEPORT LA,249,193
2018-06-17,SPRINGFIELD MO,284,234
2018-06-17,ST JOSEPH MO,129,90
2018-06-17,TULSA OK,93,71
2018-06-17,TYLER-LONGVIEW TX,511,391
2018-06-17,VICTORIA TX,90,66
2018-06-17,WACO-TEMPLE-BRYAN TX,343,238
2018-06-24,ABILENE-SWEETWATER TX,285,193
2018-06-24,ALEXANDRIA LA,233,166
2018-06-24,AMARILLO TX,486,302
2018-06-24,AUSTIN TX,263,223
2018-06-24,All Other Suddenlink DMA Total,945,685
2018-06-24,BLUEFIELD-BECKLEY-OAK HILL WV,210,167
2018-06-24,CHARLESTON-HUNTINGTON WV,510,398
2018-06-24,DALLAS-FT WORTH TX,388,323
2018-06-24,EUREKA CA,173,140
2018-06-24,GREENVILLE-NEW BERN-WASH NC,493,347
2018-06-24,HOUSTON TX,509,418
2018-06-24,JONESBORO AR,176,121
2018-06-24,LAKE CHARLES LA,273,193
2018-06-24,LITTLE ROCK AR,337,264
2018-06-24,LUBBOCK TX,357,236
2018-06-24,MONROE-EL DORADO LA-AR,145,101
2018-06-24,ODESSA-MIDLAND TX,208,161
2018-06-24,OKLAHOMA CITY OK,292,211
2018-06-24,PARKERSBURG WV,141,103
2018-06-24,PHOENIX AZ,487,389
2018-06-24,RALEIGH-DURHAM NC,108,85
2018-06-24,SAN ANGELO TX,201,131
2018-06-24,SHREVEPORT LA,287,204
2018-06-24,SPRINGFIELD MO,242,193
2018-06-24,ST JOSEPH MO,120,83
2018-06-24,TULSA OK,93,75
2018-06-24,TYLER-LONGVIEW TX,564,397
2018-06-24,VICTORIA TX,113,81
2018-06-24,WACO-TEMPLE-BRYAN TX,347,233
2018-07-01,ABILENE-SWEETWATER TX,243,171
2018-07-01,ALEXANDRIA LA,211,169
2018-07-01,AMARILLO TX,338,198
2018-07-01,AUSTIN TX,267,233
2018-07-01,All Other Suddenlink DMA Total,880,604
2018-07-01,BLUEFIELD-BECKLEY-OAK HILL WV,162,123
2018-07-01,CHARLESTON-HUNTINGTON WV,538,409
2018-07-01,DALLAS-FT WORTH TX,383,318
2018-07-01,EUREKA CA,186,126
2018-07-01,GREENVILLE-NEW BERN-WASH NC,478,362
2018-07-01,HOUSTON TX,550,444
2018-07-01,JONESBORO AR,181,133
2018-07-01,LAKE CHARLES LA,250,194
2018-07-01,LITTLE ROCK AR,353,282
2018-07-01,LUBBOCK TX,435,303
2018-07-01,MONROE-EL DORADO LA-AR,161,119
2018-07-01,ODESSA-MIDLAND TX,198,155
2018-07-01,OKLAHOMA CITY OK,312,226
2018-07-01,PARKERSBURG WV,161,115
2018-07-01,PHOENIX AZ,530,410
2018-07-01,RALEIGH-DURHAM NC,113,94
2018-07-01,SAN ANGELO TX,202,123
2018-07-01,SHREVEPORT LA,296,226
2018-07-01,SPRINGFIELD MO,255,197
2018-07-01,ST JOSEPH MO,111,86
2018-07-01,TULSA OK,96,66
2018-07-01,TYLER-LONGVIEW TX,562,383
2018-07-01,VICTORIA TX,111,85
2018-07-01,WACO-TEMPLE-BRYAN TX,441,305
2018-07-08,ABILENE-SWEETWATER TX,351,254
2018-07-08,ALEXANDRIA LA,221,184
2018-07-08,AMARILLO TX,487,325
2018-07-08,AUSTIN TX,232,197
2018-07-08,All Other Suddenlink DMA Total,886,656
2018-07-08,BLUEFIELD-BECKLEY-OAK HILL WV,186,147
2018-07-08,CHARLESTON-HUNTINGTON WV,509,418
2018-07-08,DALLAS-FT WORTH TX,430,381
2018-07-08,EUREKA CA,165,124
2018-07-08,GREENVILLE-NEW BERN-WASH NC,430,339
2018-07-08,HOUSTON TX,543,474
2018-07-08,JONESBORO AR,208,155
2018-07-08,LAKE CHARLES LA,261,219
2018-07-08,LITTLE ROCK AR,299,241
2018-07-08,LUBBOCK TX,515,394
2018-07-08,MONROE-EL DORADO LA-AR,139,113
2018-07-08,ODESSA-MIDLAND TX,235,187
2018-07-08,OKLAHOMA CITY OK,327,262
2018-07-08,PARKERSBURG WV,165,121
2018-07-08,PHOENIX AZ,526,433
2018-07-08,RALEIGH-DURHAM NC,113,99
2018-07-08,SAN ANGELO TX,237,166
2018-07-08,SHREVEPORT LA,282,221
2018-07-08,SPRINGFIELD MO,271,222
2018-07-08,ST JOSEPH MO,101,76
2018-07-08,TULSA OK,105,84
2018-07-08,TYLER-LONGVIEW TX,619,473
2018-07-08,VICTORIA TX,109,89
2018-07-08,WACO-TEMPLE-BRYAN TX,510,320
2018-07-15,ABILENE-SWEETWATER TX,321,235
2018-07-15,ALEXANDRIA LA,209,168
2018-07-15,AMARILLO TX,505,349
2018-07-15,AUSTIN TX,249,217
2018-07-15,All Other Suddenlink DMA Total,953,688
2018-07-15,BLUEFIELD-BECKLEY-OAK HILL WV,232,193
2018-07-15,CHARLESTON-HUNTINGTON WV,492,384
2018-07-15,DALLAS-FT WORTH TX,453,403
2018-07-15,EUREKA CA,191,149
2018-07-15,GREENVILLE-NEW BERN-WASH NC,547,437
2018-07-15,HOUSTON TX,544,466
2018-07-15,JONESBORO AR,174,135
2018-07-15,LAKE CHARLES LA,267,229
2018-07-15,LITTLE ROCK AR,321,252
2018-07-15,LUBBOCK TX,428,322
2018-07-15,MONROE-EL DORADO LA-AR,131,107
2018-07-15,ODESSA-MIDLAND TX,203,165
2018-07-15,OKLAHOMA CITY OK,328,249
2018-07-15,PARKERSBURG WV,133,104
2018-07-15,PHOENIX AZ,557,441
2018-07-15,RALEIGH-DURHAM NC,122,102
2018-07-15,SAN ANGELO TX,239,169
2018-07-15,SHREVEPORT LA,276,209
2018-07-15,SPRINGFIELD MO,264,217
2018-07-15,ST JOSEPH MO,104,76
2018-07-15,TULSA OK,99,75
2018-07-15,TYLER-LONGVIEW TX,594,456
2018-07-15,VICTORIA TX,128,89
2018-07-15,WACO-TEMPLE-BRYAN TX,562,375
2018-07-22,ABILENE-SWEETWATER TX,297,216
2018-07-22,ALEXANDRIA LA,202,167
2018-07-22,AMARILLO TX,427,293
2018-07-22,AUSTIN TX,262,231
2018-07-22,All Other Suddenlink DMA Total,847,617
2018-07-22,BLUEFIELD-BECKLEY-OAK HILL WV,217,173
2018-07-22,CHARLESTON-HUNTINGTON WV,517,420
2018-07-22,DALLAS-FT WORTH TX,433,384
2018-07-22,EUREKA CA,173,126
2018-07-22,GREENVILLE-NEW BERN-WASH NC,547,433
2018-07-22,HOUSTON TX,507,431
2018-07-22,JONESBORO AR,177,118
2018-07-22,LAKE CHARLES LA,257,204
2018-07-22,LITTLE ROCK AR,330,267
2018-07-22,LUBBOCK TX,430,307
2018-07-22,MONROE-EL DORADO LA-AR,144,105
2018-07-22,ODESSA-MIDLAND TX,228,183
2018-07-22,OKLAHOMA CITY OK,350,285
2018-07-22,PARKERSBURG WV,137,99
2018-07-22,PHOENIX AZ,517,426
2018-07-22,RALEIGH-DURHAM NC,87,70
2018-07-22,SAN ANGELO TX,236,175
2018-07-22,SHREVEPORT LA,296,235
2018-07-22,SPRINGFIELD MO,273,220
2018-07-22,ST JOSEPH MO,115,86
2018-07-22,TULSA OK,102,84
2018-07-22,TYLER-LONGVIEW TX,572,440
2018-07-22,VICTORIA TX,99,75
2018-07-22,WACO-TEMPLE-BRYAN TX,698,459
2018-07-29,ABILENE-SWEETWATER TX,328,229
2018-07-29,ALEXANDRIA LA,255,186
2018-07-29,AMARILLO TX,614,405
2018-07-29,AUSTIN TX,276,228
2018-07-29,All Other Suddenlink DMA Total,1056,718
2018-07-29,BLUEFIELD-BECKLEY-OAK HILL WV,220,178
2018-07-29,CHARLESTON-HUNTINGTON WV,530,409
2018-07-29,DALLAS-FT WORTH TX,463,399
2018-07-29,EUREKA CA,225,167
2018-07-29,GREENVILLE-NEW BERN-WASH NC,827,658
2018-07-29,HOUSTON TX,550,430
2018-07-29,JONESBORO AR,214,157
2018-07-29,LAKE CHARLES LA,330,256
2018-07-29,LITTLE ROCK AR,401,314
2018-07-29,LUBBOCK TX,661,448
2018-07-29,MONROE-EL DORADO LA-AR,203,159
2018-07-29,ODESSA-MIDLAND TX,272,216
2018-07-29,OKLAHOMA CITY OK,551,411
2018-07-29,PARKERSBURG WV,187,148
2018-07-29,PHOENIX AZ,614,487
2018-07-29,RALEIGH-DURHAM NC,154,125
2018-07-29,SAN ANGELO TX,269,194
2018-07-29,SHREVEPORT LA,394,303
2018-07-29,SPRINGFIELD MO,318,243
2018-07-29,ST JOSEPH MO,174,121
2018-07-29,TULSA OK,101,75
2018-07-29,TYLER-LONGVIEW TX,714,520
2018-07-29,VICTORIA TX,145,101
2018-07-29,WACO-TEMPLE-BRYAN TX,1140,772
2018-08-05,ABILENE-SWEETWATER TX,323,243
2018-08-05,ALEXANDRIA LA,216,175
2018-08-05,AMARILLO TX,544,385
2018-08-05,AUSTIN TX,265,232
2018-08-05,All Other Suddenlink DMA Total,1051,762
2018-08-05,BLUEFIELD-BECKLEY-OAK HILL WV,257,208
2018-08-05,CHARLESTON-HUNTINGTON WV,608,477
2018-08-05,DALLAS-FT WORTH TX,483,424
2018-08-05,EUREKA CA,228,177
2018-08-05,GREENVILLE-NEW BERN-WASH NC,697,590
2018-08-05,HOUSTON TX,573,471
2018-08-05,JONESBORO AR,216,163
2018-08-05,LAKE CHARLES LA,304,242
2018-08-05,LITTLE ROCK AR,369,294
2018-08-05,LUBBOCK TX,690,538
2018-08-05,MONROE-EL DORADO LA-AR,176,138
2018-08-05,ODESSA-MIDLAND TX,293,236
2018-08-05,OKLAHOMA CITY OK,560,463
2018-08-05,PARKERSBURG WV,178,144
2018-08-05,PHOENIX AZ,617,505
2018-08-05,RALEIGH-DURHAM NC,130,108
2018-08-05,SAN ANGELO TX,263,196
2018-08-05,SHREVEPORT LA,298,251
2018-08-05,SPRINGFIELD MO,303,259
2018-08-05,ST JOSEPH MO,145,112
2018-08-05,TULSA OK,115,92
2018-08-05,TYLER-LONGVIEW TX,709,547
2018-08-05,VICTORIA TX,120,92
2018-08-05,WACO-TEMPLE-BRYAN TX,1216,953
2018-08-12,ABILENE-SWEETWATER TX,437,321
2018-08-12,ALEXANDRIA LA,218,172
2018-08-12,AMARILLO TX,538,377
2018-08-12,AUSTIN TX,262,232
2018-08-12,All Other Suddenlink DMA Total,1018,745
2018-08-12,BLUEFIELD-BECKLEY-OAK HILL WV,219,172
2018-08-12,CHARLESTON-HUNTINGTON WV,542,441
2018-08-12,DALLAS-FT WORTH TX,468,416
2018-08-12,EUREKA CA,350,307
2018-08-12,GREENVILLE-NEW BERN-WASH NC,735,618
2018-08-12,HOUSTON TX,696,620
2018-08-12,JONESBORO AR,187,136
2018-08-12,LAKE CHARLES LA,306,254
2018-08-12,LITTLE ROCK AR,410,349
2018-08-12,LUBBOCK TX,765,624
2018-08-12,MONROE-EL DORADO LA-AR,167,142
2018-08-12,ODESSA-MIDLAND TX,255,204
2018-08-12,OKLAHOMA CITY OK,565,487
2018-08-12,PARKERSBURG WV,154,128
